Time,ID,behv,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,100.0,-7.1,1.8,-120.7,,,,-7.1,1.8,-53.4,1
0.0,2,isocontour,100.0,5.4,-1.0,-3.9,,,,5.4,-1.0,-29.9,2
0.0,3,isocontour,100.0,3.0,-5.6,-17.6,,,,3.0,-5.6,-40.5,3
0.0,4,isocontour,100.0,-3.9,-2.6,-54.8,,,,-3.9,-2.6,-22.0,4
0.0,5,isocontour,100.0,1.1,-8.0,-48.2,,,,1.1,-8.0,-64.6,5
0.0,6,isocontour,100.0,-9.2,3.2,-179.4,,,,-9.2,3.2,-93.9,6
0.0,7,isocontour,100.0,5.0,-3.3,-6.0,,,,5.0,-3.3,-35.8,7
0.0,8,isocontour,100.0,-0.4,7.8,-98.5,,,,-0.4,7.8,-60.3,8
0.0,9,isocontour,100.0,4.7,-9.7,-71.1,,,,4.7,-9.7,-117.2,9
0.0,10,isocontour,100.0,-4.3,3.2,-81.5,,,,-4.3,3.2,-29.0,10
0.0,11,isocontour,100.0,2.4,1.8,-11.1,,,,2.4,1.8,-8.7,11
0.0,12,isocontour,100.0,2.6,-1.6,-0.7,,,,2.6,-1.6,-9.5,12
0.0,13,isocontour,100.0,1.2,-9.2,-66.1,,,,1.2,-9.2,-86.9,13
0.0,14,isocontour,100.0,-3.4,9.0,-155.7,,,,-3.4,9.0,-93.2,14
0.0,15,isocontour,100.0,9.1,-2.7,-33.6,,,,9.1,-2.7,-89.6,15
0.0,16,isocontour,100.0,-1.7,8.8,-131.3,,,,-1.7,8.8,-80.9,16
0.0,17,isocontour,100.0,1.5,-4.3,-11.8,,,,1.5,-4.3,-20.3,17
0.0,18,isocontour,100.0,-2.3,8.2,-125.6,,,,-2.3,8.2,-73.1,18
0.0,19,isocontour,100.0,-6.8,6.4,-165.7,,,,-6.8,6.4,-87.3,19
0.0,20,isocontour,100.0,-1.6,-0.2,-26.3,,,,-1.6,-0.2,-2.5,20
0.0,Target,,,3.43,-1.41,-13.727,1.02,3.17,,,,,
0.1,1,isocontour,99.82,-6.7,1.8,-119.5,4.1,0.3,4.1,-4.3,3.2,-29.0,10
0.1,2,isocontour,99.96,5.5,-1.2,-3.5,1.7,-1.9,2.5,2.6,-1.6,-0.7,12
0.1,3,isocontour,99.66,2.9,-6.1,-20.8,-1.4,-4.8,5.0,2.6,-1.6,-0.7,12
0.1,4,isocontour,99.99,-4.0,-2.7,-61.1,-1.5,-0.4,1.6,-1.6,-0.2,-2.5,20
0.1,5,isocontour,99.8,1.3,-8.3,-50.9,2.3,-3.5,4.2,1.5,-4.3,-11.8,17
0.1,6,isocontour,99.94,-8.9,3.3,-182.3,2.7,0.9,2.8,-4.3,3.2,-29.0,10
0.1,7,isocontour,99.6,5.2,-3.8,-7.0,1.8,-5.0,5.3,2.6,-1.6,-0.7,12
0.1,8,isocontour,99.99,-0.5,7.7,-104.8,-1.6,-0.3,1.6,-0.5,7.7,-60.3,8
0.1,9,isocontour,99.99,4.9,-9.7,-66.9,1.5,0.6,1.6,3.0,-5.6,-17.6,3
0.1,10,isocontour,99.68,-3.8,3.2,-79.6,4.9,-0.4,4.9,-1.6,-0.2,-2.5,20
0.1,11,isocontour,99.92,2.2,1.5,-12.0,-2.1,-2.4,3.2,2.6,-1.6,-0.7,12
0.1,12,isocontour,99.62,2.3,-2.0,-2.2,-3.5,-3.8,5.2,2.3,-2.0,-0.7,12
0.1,13,isocontour,99.71,1.7,-9.4,-66.1,4.3,-2.1,4.8,1.5,-4.3,-11.8,17
0.1,14,isocontour,99.96,-3.2,8.9,-158.0,2.2,-1.1,2.5,-0.4,7.8,-60.3,8
0.1,15,isocontour,99.99,8.9,-2.7,-28.4,-1.6,-0.1,1.6,5.4,-1.0,-3.9,2
0.1,16,isocontour,99.54,-1.3,8.4,-125.5,3.8,-4.1,5.6,-0.4,7.8,-60.3,8
0.1,17,isocontour,99.96,1.5,-4.5,-13.5,-0.1,-2.4,2.4,2.6,-1.6,-0.7,12
0.1,18,isocontour,99.83,-1.9,8.0,-123.9,3.2,-2.4,4.0,-0.4,7.8,-60.3,8
0.1,19,isocontour,99.82,-6.4,6.2,-164.0,3.6,-1.9,4.1,-4.3,3.2,-29.0,10
0.1,20,isocontour,99.55,-2.0,0.2,-35.3,-4.1,3.7,5.5,2.6,-1.6,-0.7,12
0.1,Target,,,3.71,-1.58,-0.111,2.85,-1.72,,,,,
0.2,1,isocontour,99.72,-6.5,2.1,-117.0,2.2,2.5,3.3,2.6,-1.6,-0.7,12
0.2,2,isocontour,99.53,5.8,-1.7,-5.1,3.0,-4.5,5.4,2.6,-1.6,-0.7,12
0.2,3,isocontour,99.29,2.8,-6.6,-22.6,-1.1,-5.1,5.2,2.6,-1.6,-0.7,12
0.2,4,isocontour,99.98,-4.1,-2.8,-60.9,-1.2,-1.0,1.6,2.6,-1.6,-0.7,12
0.2,5,isocontour,99.59,1.6,-8.7,-49.7,2.6,-3.5,4.4,2.6,-1.6,-0.7,12
0.2,6,isocontour,99.82,-8.6,3.4,-176.1,3.3,1.3,3.5,-4.3,3.2,-29.0,10
0.2,7,isocontour,99.14,4.9,-4.3,-7.2,-2.9,-4.7,5.5,2.6,-1.6,-0.7,12
0.2,8,isocontour,99.98,-0.4,7.7,-107.7,1.5,-0.5,1.6,-0.4,7.8,-60.3,8
0.2,9,isocontour,99.98,4.8,-9.6,-59.9,-0.9,1.3,1.6,2.6,-1.6,-0.7,12
0.2,10,isocontour,97.98,-3.0,3.3,-71.2,8.4,1.9,8.6,2.6,-1.6,-0.7,12
0.2,11,isocontour,99.86,1.9,1.4,-13.5,-2.2,-1.5,2.7,2.6,-1.6,-0.7,12
0.2,12,isocontour,99.58,2.1,-2.2,-2.2,-1.4,-2.0,2.4,2.1,-2.2,-0.7,12
0.2,13,isocontour,99.28,2.2,-9.4,-58.4,5.4,0.4,5.4,2.6,-1.6,-0.7,12
0.2,14,isocontour,99.58,-2.7,8.8,-154.3,5.1,-1.1,5.2,-4.3,3.2,-29.0,10
0.2,15,isocontour,99.98,8.8,-2.8,-27.9,-1.1,-1.1,1.6,2.6,-1.6,-0.7,12
0.2,16,isocontour,99.49,-1.2,8.2,-125.2,1.8,-1.9,2.6,-0.4,7.8,-60.3,8
0.2,17,isocontour,99.92,1.4,-4.7,-12.7,-0.3,-2.5,2.5,2.6,-1.6,-0.7,12
0.2,18,isocontour,99.72,-1.7,7.8,-122.0,2.8,-2.0,3.4,-4.3,3.2,-29.0,10
0.2,19,isocontour,99.73,-6.1,6.1,-158.8,2.9,-1.4,3.2,-1.6,-0.2,-2.5,20
0.2,20,isocontour,99.51,-2.1,0.3,-38.1,-1.7,1.8,2.5,2.6,-1.6,-0.7,12
0.2,Target,,,3.6,-1.9,-0.111,-1.06,-3.16,,,,,
0.3,1,isocontour,99.62,-6.2,2.3,-106.7,2.8,1.9,3.4,2.6,-1.6,-0.7,12
0.3,2,isocontour,99.44,5.7,-1.9,-5.8,-1.6,-2.8,3.2,2.6,-1.6,-0.7,12
0.3,3,isocontour,99.04,2.7,-7.0,-26.4,-1.2,-4.4,4.6,2.6,-1.6,-0.7,12
0.3,4,isocontour,99.97,-4.3,-2.9,-58.0,-1.3,-0.9,1.6,2.6,-1.6,-0.7,12
0.3,5,isocontour,99.37,1.9,-9.0,-51.6,3.0,-3.1,4.3,2.6,-1.6,-0.7,12
0.3,6,isocontour,99.35,-8.0,3.4,-155.3,5.6,-0.0,5.6,2.6,-1.6,-0.7,12
0.3,7,isocontour,98.72,4.5,-4.7,-9.1,-3.7,-4.0,5.4,2.6,-1.6,-0.7,12
0.3,8,isocontour,99.97,-0.5,7.7,-107.3,-1.6,0.4,1.6,-4.3,3.2,-29.0,10
0.3,9,isocontour,99.97,4.8,-9.4,-58.7,0.7,1.4,1.6,2.6,-1.6,-0.7,12
0.3,10,isocontour,96.65,-3.2,4.1,-78.4,-2.1,7.7,8.0,2.6,-1.6,-0.7,12
0.3,11,isocontour,99.5,1.4,1.4,-14.1,-5.2,-0.1,5.2,2.6,-1.6,-0.7,12
0.3,12,isocontour,99.41,2.1,-2.6,-1.9,-0.9,-3.9,4.0,2.1,-2.6,-0.7,12
0.3,13,isocontour,99.24,2.4,-9.4,-56.8,2.4,0.0,2.4,2.6,-1.6,-0.7,12
0.3,14,isocontour,99.44,-2.3,8.8,-145.4,3.7,-0.4,3.7,-1.6,-0.2,-2.5,20
0.3,15,isocontour,99.97,8.7,-2.7,-30.5,-0.6,1.5,1.6,2.6,-1.6,-0.7,12
0.3,16,isocontour,99.22,-0.8,7.9,-113.1,3.3,-3.3,4.7,-4.3,3.2,-29.0,10
0.3,17,isocontour,99.78,1.4,-5.1,-13.8,-0.9,-3.6,3.7,2.6,-1.6,-0.7,12
0.3,18,isocontour,99.33,-1.7,7.3,-108.8,0.0,-5.3,5.3,2.6,-1.6,-0.7,12
0.3,19,isocontour,99.68,-5.9,6.0,-146.6,2.5,-0.9,2.7,2.6,-1.6,-0.7,12
0.3,20,isocontour,99.39,-2.3,0.6,-37.9,-1.9,3.0,3.6,2.6,-1.6,-0.7,12
0.3,Target,,,3.27,-1.91,-0.111,-3.33,-0.13,,,,,
0.4,1,isocontour,99.35,-5.9,2.6,-107.5,3.0,3.5,4.6,2.6,-1.6,-0.7,12
0.4,2,isocontour,99.02,6.1,-2.3,-6.8,4.1,-3.5,5.4,2.6,-1.6,-0.7,12
0.4,3,isocontour,98.98,2.8,-7.3,-31.3,1.5,-2.5,2.9,2.6,-1.6,-0.7,12
0.4,4,isocontour,99.96,-4.2,-2.8,-60.5,1.2,1.1,1.6,2.6,-1.6,-0.7,12
0.4,5,isocontour,99.21,2.3,-8.9,-53.1,3.9,0.6,3.9,2.6,-1.6,-0.7,12
0.4,6,isocontour,99.3,-7.7,3.4,-153.0,2.7,-0.4,2.7,2.6,-1.6,-0.7,12
0.4,7,isocontour,98.35,4.7,-5.2,-13.1,1.6,-4.9,5.2,2.6,-1.6,-0.7,12
0.4,8,isocontour,99.1,-0.3,7.1,-92.2,2.8,-6.3,6.9,2.6,-1.6,-0.7,12
0.4,9,isocontour,99.96,4.8,-9.3,-58.4,0.1,1.6,1.6,2.6,-1.6,-0.7,12
0.4,10,isocontour,96.4,-3.3,3.7,-75.8,-0.8,-4.5,4.6,2.6,-1.6,-0.7,12
0.4,11,isocontour,99.07,0.9,1.2,-15.3,-5.1,-1.9,5.4,2.6,-1.6,-0.7,12
0.4,12,isocontour,99.34,2.2,-2.8,-3.2,1.1,-2.8,3.0,2.2,-2.8,-0.7,12
0.4,13,isocontour,99.19,2.7,-9.5,-60.9,2.6,-0.7,2.7,2.6,-1.6,-0.7,12
0.4,14,isocontour,99.38,-2.2,8.5,-138.0,0.5,-2.8,2.8,2.6,-1.6,-0.7,12
0.4,15,isocontour,99.96,8.8,-2.8,-29.2,1.0,-1.2,1.6,2.6,-1.6,-0.7,12
0.4,16,isocontour,98.67,-1.4,7.6,-111.7,-5.3,-2.6,5.9,2.6,-1.6,-0.7,12
0.4,17,isocontour,99.69,1.6,-5.4,-17.2,1.9,-2.6,3.2,2.6,-1.6,-0.7,12
0.4,18,isocontour,99.08,-2.0,7.0,-105.9,-3.2,-3.2,4.5,2.6,-1.6,-0.7,12
0.4,19,isocontour,99.49,-5.5,5.9,-139.9,4.1,-0.8,4.2,2.6,-1.6,-0.7,12
0.4,20,isocontour,98.93,-2.5,1.2,-45.4,-2.2,5.2,5.6,2.6,-1.6,-0.7,12
0.4,Target,,,3.54,-1.72,-0.111,2.73,1.92,,,,,
0.5,1,isocontour,98.98,-5.4,2.6,-102.5,5.2,0.3,5.2,2.6,-1.6,-0.7,12
0.5,2,isocontour,98.97,6.3,-2.5,-7.4,2.0,-1.8,2.7,2.6,-1.6,-0.7,12
0.5,3,isocontour,98.84,2.8,-7.6,-31.9,-0.6,-3.7,3.7,2.6,-1.6,-0.7,12
0.5,4,isocontour,99.94,-4.3,-2.7,-63.5,-1.6,0.2,1.6,2.6,-1.6,-0.7,12
0.5,5,isocontour,98.94,2.8,-8.9,-47.8,4.6,-0.0,4.6,2.6,-1.6,-0.7,12
0.5,6,isocontour,99.24,-7.5,3.5,-153.4,2.6,1.1,2.8,2.6,-1.6,-0.7,12
0.5,7,isocontour,97.98,4.4,-5.6,-13.2,-2.8,-4.4,5.2,2.6,-1.6,-0.7,12
0.5,8,isocontour,98.79,-0.5,6.6,-92.2,-2.1,-4.5,5.0,2.6,-1.6,-0.7,12
0.5,9,isocontour,99.52,4.3,-9.2,-52.2,-5.5,0.1,5.5,2.6,-1.6,-0.7,12
0.5,10,isocontour,95.3,-2.6,4.0,-75.5,6.7,3.3,7.5,2.6,-1.6,-0.7,12
0.5,11,isocontour,98.63,0.4,1.4,-22.0,-5.1,1.9,5.4,2.6,-1.6,-0.7,12
0.5,12,isocontour,99.09,2.3,-3.3,-3.2,1.4,-4.3,4.5,2.3,-3.3,-0.7,12
0.5,13,isocontour,99.18,2.6,-9.6,-57.8,-1.3,-1.0,1.6,2.6,-1.6,-0.7,12
0.5,14,isocontour,99.27,-2.1,8.2,-137.3,1.3,-3.3,3.5,2.6,-1.6,-0.7,12
0.5,15,isocontour,99.94,8.7,-2.9,-26.6,-1.4,-0.8,1.6,2.6,-1.6,-0.7,12
0.5,16,isocontour,98.41,-1.4,7.2,-110.0,-0.1,-4.6,4.6,2.6,-1.6,-0.7,12
0.5,17,isocontour,99.63,1.7,-5.6,-16.2,1.7,-2.3,2.9,2.6,-1.6,-0.7,12
0.5,18,isocontour,98.97,-1.9,6.6,-105.8,0.6,-3.4,3.5,2.6,-1.6,-0.7,12
0.5,19,isocontour,99.02,-5.0,5.6,-133.1,4.6,-3.2,5.6,2.6,-1.6,-0.7,12
0.5,20,isocontour,98.87,-2.7,1.4,-51.2,-1.1,2.5,2.7,2.6,-1.6,-0.7,12
0.5,Target,,,3.61,-2.05,-0.111,0.7,-3.26,,,,,
0.6,1,isocontour,98.72,-4.9,2.6,-95.3,4.6,0.0,4.6,2.6,-1.6,-0.7,12
0.6,2,isocontour,98.5,6.5,-3.0,-9.3,1.7,-5.3,5.6,2.6,-1.6,-0.7,12
0.6,3,isocontour,98.56,2.7,-8.1,-33.6,-0.3,-4.7,4.7,2.6,-1.6,-0.7,12
0.6,4,isocontour,99.93,-4.4,-2.6,-61.8,-0.5,1.5,1.6,2.6,-1.6,-0.7,12
0.6,5,isocontour,98.49,3.1,-9.3,-48.5,3.8,-4.0,5.5,2.6,-1.6,-0.7,12
0.6,6,isocontour,98.88,-7.0,3.4,-142.4,5.1,-0.8,5.2,2.6,-1.6,-0.7,12
0.6,7,isocontour,97.55,4.1,-6.1,-14.1,-2.9,-4.6,5.4,2.6,-1.6,-0.7,12
0.6,8,isocontour,98.57,-0.8,6.4,-96.0,-3.8,-2.1,4.3,2.6,-1.6,-0.7,12
0.6,9,isocontour,99.08,3.8,-9.3,-48.2,-5.5,-0.5,5.5,2.6,-1.6,-0.7,12
0.6,10,isocontour,94.85,-2.7,4.5,-85.5,-0.4,5.5,5.5,2.6,-1.6,-0.7,12
0.6,11,isocontour,98.56,0.1,1.5,-25.9,-2.9,0.8,3.0,2.6,-1.6,-0.7,12
0.6,12,isocontour,99.04,2.4,-3.5,-2.6,0.9,-2.4,2.6,2.4,-3.5,-0.7,12
0.6,13,isocontour,99.17,2.7,-9.5,-51.1,1.1,1.2,1.6,2.6,-1.6,-0.7,12
0.6,14,isocontour,98.81,-2.2,7.6,-131.5,-0.5,-5.5,5.5,2.6,-1.6,-0.7,12
0.6,15,isocontour,99.93,8.8,-2.8,-28.7,1.3,1.0,1.6,2.6,-1.6,-0.7,12
0.6,16,isocontour,98.37,-1.4,6.9,-110.4,-0.4,-2.4,2.4,2.6,-1.6,-0.7,12
0.6,17,isocontour,99.38,1.7,-6.0,-16.7,0.2,-4.5,4.5,2.6,-1.6,-0.7,12
0.6,18,isocontour,98.94,-1.9,6.4,-105.7,-0.1,-2.4,2.4,2.6,-1.6,-0.7,12
0.6,19,isocontour,98.98,-4.8,5.5,-130.3,2.2,-1.2,2.5,2.6,-1.6,-0.7,12
0.6,20,isocontour,98.63,-2.7,1.8,-56.2,-0.6,4.4,4.4,2.6,-1.6,-0.7,12
0.6,Target,,,3.49,-2.35,-0.111,-1.27,-3.08,,,,,
0.7,1,isocontour,98.68,-4.7,2.8,-87.1,2.0,1.3,2.4,2.6,-1.6,-0.7,12
0.7,2,isocontour,98.39,6.7,-3.3,-13.0,2.1,-2.8,3.5,2.6,-1.6,-0.7,12
0.7,3,isocontour,98.31,2.7,-8.6,-41.8,-0.0,-4.5,4.5,2.6,-1.6,-0.7,12
0.7,4,isocontour,99.92,-4.5,-2.7,-60.8,-1.4,-0.7,1.6,2.6,-1.6,-0.7,12
0.7,5,isocontour,98.04,2.6,-9.6,-56.1,-4.9,-2.7,5.6,2.6,-1.6,-0.7,12
0.7,6,isocontour,98.48,-6.4,3.4,-123.8,5.3,-0.5,5.3,2.6,-1.6,-0.7,12
0.7,7,isocontour,97.41,3.8,-6.3,-17.9,-2.7,-2.5,3.7,2.6,-1.6,-0.7,12
0.7,8,isocontour,98.17,-1.1,6.0,-83.9,-2.3,-4.8,5.3,2.6,-1.6,-0.7,12
0.7,9,isocontour,99.02,3.5,-9.2,-50.9,-2.7,0.4,2.7,2.6,-1.6,-0.7,12
0.7,10,isocontour,94.78,-2.7,4.3,-75.9,-0.2,-2.9,2.9,2.6,-1.6,-0.7,12
0.7,11,isocontour,98.1,-0.3,1.8,-28.2,-4.2,3.7,5.6,2.6,-1.6,-0.7,12
0.7,12,isocontour,99.0,2.4,-3.8,-3.4,0.5,-2.5,2.5,2.4,-3.8,-0.7,12
0.7,13,isocontour,99.16,2.6,-9.6,-56.0,-1.2,-1.1,1.6,2.6,-1.6,-0.7,12
0.7,14,isocontour,98.46,-2.3,7.1,-116.5,-1.5,-4.9,5.1,2.6,-1.6,-0.7,12
0.7,15,isocontour,99.92,8.8,-2.9,-31.0,-0.7,-1.5,1.7,2.6,-1.6,-0.7,12
0.7,16,isocontour,98.32,-1.6,6.7,-101.6,-1.6,-2.1,2.6,2.6,-1.6,-0.7,12
0.7,17,isocontour,98.92,2.0,-6.5,-21.2,2.6,-4.9,5.5,2.6,-1.6,-0.7,12
0.7,18,isocontour,98.89,-2.0,6.1,-95.2,-0.4,-2.5,2.5,2.6,-1.6,-0.7,12
0.7,19,isocontour,98.64,-4.4,5.2,-111.9,4.0,-3.1,5.1,2.6,-1.6,-0.7,12
0.7,20,isocontour,98.58,-2.7,2.1,-53.4,0.2,2.7,2.7,2.6,-1.6,-0.7,12
0.7,Target,,,3.26,-2.11,-0.111,-2.29,2.42,,,,,
0.8,1,isocontour,98.46,-4.3,2.9,-76.7,4.2,1.1,4.3,2.6,-1.6,-0.7,12
0.8,2,isocontour,98.27,6.8,-3.6,-17.2,1.2,-3.3,3.5,2.6,-1.6,-0.7,12
0.8,3,isocontour,97.9,2.9,-9.1,-48.4,1.7,-5.1,5.4,2.6,-1.6,-0.7,12
0.8,4,isocontour,99.91,-4.4,-2.7,-53.6,1.5,-0.6,1.6,2.6,-1.6,-0.7,12
0.8,5,isocontour,97.98,2.9,-9.4,-53.7,2.4,1.4,2.8,2.6,-1.6,-0.7,12
0.8,6,isocontour,98.41,-6.2,3.5,-114.1,2.6,1.3,2.9,2.6,-1.6,-0.7,12
0.8,7,isocontour,97.37,3.8,-6.6,-20.6,-0.4,-2.6,2.6,2.6,-1.6,-0.7,12
0.8,8,isocontour,97.7,-1.4,5.5,-76.5,-3.2,-4.6,5.6,2.6,-1.6,-0.7,12
0.8,9,isocontour,98.96,3.2,-9.3,-51.3,-2.8,-0.2,2.8,2.6,-1.6,-0.7,12
0.8,10,isocontour,94.38,-2.7,4.8,-79.3,-0.2,5.3,5.3,2.6,-1.6,-0.7,12
0.8,11,isocontour,97.74,-0.5,2.3,-31.1,-2.0,4.7,5.1,2.6,-1.6,-0.7,12
0.8,12,isocontour,98.96,2.5,-4.0,-3.7,1.0,-2.2,2.4,2.5,-4.0,-0.7,12
0.8,13,isocontour,99.15,2.5,-9.7,-57.6,-0.7,-1.3,1.5,2.6,-1.6,-0.7,12
0.8,14,isocontour,98.06,-2.2,6.6,-102.7,0.7,-5.3,5.3,2.6,-1.6,-0.7,12
0.8,15,isocontour,99.91,8.7,-2.8,-34.2,-0.3,1.6,1.6,2.6,-1.6,-0.7,12
0.8,16,isocontour,97.97,-1.5,6.2,-89.5,0.2,-5.1,5.1,2.6,-1.6,-0.7,12
0.8,17,isocontour,98.89,2.1,-6.8,-22.5,0.6,-2.3,2.4,2.6,-1.6,-0.7,12
0.8,18,isocontour,98.43,-2.1,5.6,-85.3,-1.9,-5.3,5.6,2.6,-1.6,-0.7,12
0.8,19,isocontour,98.21,-3.9,5.1,-98.8,5.4,-0.3,5.4,2.6,-1.6,-0.7,12
0.8,20,isocontour,98.11,-2.7,2.7,-54.6,-0.0,5.6,5.6,2.6,-1.6,-0.7,12
0.8,Target,,,2.92,-2.11,-0.111,-3.33,0.03,,,,,
0.9,1,isocontour,98.26,-3.9,3.1,-79.6,3.7,2.1,4.3,2.6,-1.6,-0.7,12
0.9,2,isocontour,97.82,6.7,-4.2,-15.8,-0.8,-5.5,5.6,2.6,-1.6,-0.7,12
0.9,3,isocontour,97.77,2.6,-8.9,-44.0,-3.3,1.3,3.5,2.6,-1.6,-0.7,12
0.9,4,isocontour,99.9,-4.3,-2.6,-55.5,1.0,1.2,1.6,2.6,-1.6,-0.7,12
0.9,5,isocontour,96.66,2.2,-9.9,-58.0,-6.5,-4.5,7.9,2.6,-1.6,-0.7,12
0.9,6,isocontour,98.13,-5.8,3.8,-117.7,3.8,2.9,4.8,2.6,-1.6,-0.7,12
0.9,7,isocontour,97.28,3.8,-6.9,-21.2,0.0,-3.2,3.2,2.6,-1.6,-0.7,12
0.9,8,isocontour,97.54,-1.8,5.5,-85.3,-4.0,-0.4,4.0,2.6,-1.6,-0.7,12
0.9,9,isocontour,98.8,3.4,-9.6,-53.4,1.6,-3.6,3.9,2.6,-1.6,-0.7,12
0.9,10,isocontour,94.3,-2.5,5.1,-87.1,1.6,2.6,3.1,2.6,-1.6,-0.7,12
0.9,11,isocontour,97.33,-0.9,2.6,-41.3,-4.2,3.3,5.3,2.6,-1.6,-0.7,12
0.9,12,isocontour,98.92,2.7,-4.2,-3.6,1.7,-1.7,2.4,2.7,-4.2,-0.7,12
0.9,13,isocontour,99.14,2.7,-9.7,-54.6,1.6,-0.1,1.6,2.6,-1.6,-0.7,12
0.9,14,isocontour,97.78,-2.5,6.2,-104.8,-2.4,-4.1,4.8,2.6,-1.6,-0.7,12
0.9,15,isocontour,99.9,8.7,-2.9,-31.1,-0.1,-1.6,1.6,2.6,-1.6,-0.7,12
0.9,16,isocontour,97.93,-1.7,6.0,-92.5,-1.0,-2.3,2.5,2.6,-1.6,-0.7,12
0.9,17,isocontour,98.42,2.2,-7.3,-25.8,1.5,-5.4,5.6,2.6,-1.6,-0.7,12
0.9,18,isocontour,98.37,-2.4,5.4,-90.6,-2.2,-1.9,2.9,2.6,-1.6,-0.7,12
0.9,19,isocontour,97.98,-3.4,5.2,-99.7,4.4,0.1,4.4,2.6,-1.6,-0.7,12
0.9,20,isocontour,97.97,-2.8,3.0,-65.0,-1.5,3.4,3.7,2.6,-1.6,-0.7,12
0.9,Target,,,3.18,-2.32,-0.111,2.55,-2.14,,,,,
1.0,1,isocontour,98.15,-4.0,2.8,-82.8,-0.8,-3.3,3.4,-4.0,2.8,-79.6,1
1.0,2,isocontour,97.76,6.7,-4.5,-14.3,-0.2,-2.9,2.9,6.7,-4.5,-15.8,2
1.0,3,isocontour,97.73,2.7,-9.2,-46.4,1.0,-2.3,2.5,2.7,-9.2,-44.0,3
1.0,4,isocontour,99.89,-4.1,-2.5,-58.1,1.5,0.6,1.6,-4.1,-2.5,-55.5,4
1.0,5,isocontour,96.65,2.3,-9.8,-55.6,1.1,1.2,1.6,2.3,-9.8,-58.0,5
1.0,6,isocontour,98.09,-5.6,3.8,-120.2,2.5,0.1,2.5,-5.6,3.8,-117.7,6
1.0,7,isocontour,97.23,3.7,-7.1,-22.5,-0.5,-2.5,2.5,3.7,-7.1,-21.2,7
1.0,8,isocontour,97.17,-2.2,5.2,-89.9,-4.2,-3.0,5.2,-2.2,5.2,-85.3,8
1.0,9,isocontour,98.74,3.1,-9.8,-54.2,-2.4,-1.3,2.7,3.1,-9.8,-53.4,9
1.0,10,isocontour,93.27,-2.8,4.4,-85.1,-2.3,-6.9,7.3,-2.8,4.4,-87.1,10
